ETC_20150317_000001	Kepa
ETC_20161005_025155	Plague Doctor Master's Apprentice
ETC_20161005_025156	Strange Flower
ETC_20161005_025157	Magic Core(Small Version)
ETC_20161005_025158	Stone 1(NO OBB)
ETC_20161005_025159	Area of Ruins Vine(Small Version)
ETC_20161005_025160	Priest
ETC_20161005_025161	Bracken Object
ETC_20161005_025162	Small Master
ETC_20161005_025163	Tree Stump2
ETC_20161005_025164	Fall Woods
ETC_20161005_025165	Fall Grass
ETC_20161005_025166	Fall Medicine
ETC_20161005_025167	Fall Tree_Q1
ETC_20161005_025168	Fall Medicine_Q1
ETC_20161005_025169	Zerromel Movement device
ETC_20161005_025170	Stalactite Cave Entrance Movement Device
ETC_20161005_025171	Fall Tree_Q2
ETC_20161005_025172	20_4Movement Device
ETC_20161005_025173	69_2Movement Device
ETC_20161005_025174	20_1Movement Device
ETC_20161005_025175	20_1Movement Device2
ETC_20161005_025176	20_2Movement Device
ETC_20161005_025177	20_3Movement Device
ETC_20161005_025178	20_6Movement Device
ETC_20161005_025179	103Movement Device
ETC_20161005_025180	103Movement Device2
ETC_20161005_025181	25_1Movement Device
ETC_20161005_025182	25_2Movement Device
ETC_20161005_025183	25_3Movement Device
ETC_20161005_025184	23_3Movement Device
ETC_20161005_025185	56_1Movement Device
ETC_20161005_025186	Use Sage Attributes
ETC_20161005_025187	Use Enchanter Attributes
ETC_20161005_025188	Buy Enchanter Items
ETC_20161005_025189	Use Inquisitor Attributes
ETC_20161005_025190	Buy Inquisitor Items
ETC_20161005_025191	Use Taoist Attributes
ETC_20161005_025192	Buy Taoist Items
ETC_20161005_025193	Use Lancer Attributes
ETC_20161005_025194	Use Mergen Attributes
ETC_20161005_025195	Use Murmillo Attributes
ETC_20161005_025196	Fail conditions
ETC_20161005_025197	Investigate broken magic circle
ETC_20161005_025198	Investigate destroyed magic stone
ETC_20161005_025199	Use the magical eye above the magic circle
ETC_20161005_025200	Use the magical eye under the magic circle
ETC_20161005_025201	Use the magical eye from the left of the magic circle
ETC_20161005_025202	Use the magical eye from the right of the magic circle
ETC_20161005_025203	Search for clues in the 8th District Laboratory
ETC_20161005_025204	Check the Oil Barrels
ETC_20161005_025205	Deduce what happened with Kupole Liepa
ETC_20161005_025206	Check the contents of the Emergency Orders
ETC_20161005_025207	Remove the first obstacle
ETC_20161005_025208	Remove the second obstacle
ETC_20161005_025209	Remove the third obstacle
ETC_20161005_025210	Remove the poison pot after drinking the antidote
ETC_20161005_025211	Destroy the obstacle with Military Grade Bombs
ETC_20161005_025212	Supply Soldier's Resentment(1)
ETC_20161005_025213	Supply Soldier's Resentment(2)
ETC_20161005_025214	Scout's Resentment(1)
ETC_20161005_025215	Scout's Resentment(3)
ETC_20161005_025216	Check the barrier on the 1st floor of Nevellet Quarry
ETC_20161005_025217	Check the barrier in the Royal Mausoleum Laboror's Quarters
ETC_20161005_025218	Check the barrier on the 1st floor of Topes Fortress
ETC_20161005_025219	Check the barrier on the 1st floor of Sicarius
ETC_20161005_025220	Check the barrier at the Legwyn Family Residence
ETC_20161005_025221	Check the barrier at the 2nd Demon Prison
ETC_20161005_025222	Check the barrier at the Roxona Reconstruction Agency West Building
ETC_20161005_025223	Charge magic in the discharged magic source
ETC_20161005_025224	Release the souls that are attached to monsters
ETC_20161005_025225	Retrieve the memories of Hayatin's soul
ETC_20161005_025226	Defeat the monsters and release Victoras' soul
ETC_20161005_025227	Gather debris to be used when crafting the monument
ETC_20161005_025228	Raise a temporary monument
ETC_20161005_025229	Lead the souls to the monument
ETC_20161005_025230	Open the document chest
ETC_20161005_025231	Defeat the Red Ducky and obtain the sample for Sophia
ETC_20161005_025232	Destroy the Red Ducky's Nest
ETC_20161005_025233	Test Sophia's medicine on the sleeping Moglan
ETC_20161005_025234	Mix the medicine into the food
ETC_20161005_025235	Burn Astrus Herbs near the Centaurus
ETC_20161005_025236	Mix Centaurus dust into the dirt of Centrynis Field
ETC_20161005_025237	Follow the mysterious hunter to his hideout
ETC_20161005_025238	Wait for Vilhelmas to collect all of the Wolfsbane
ETC_20161005_025239	Set Vilhelmas' Trap
ETC_20161005_025240	Deal a big blow to the beast with Vilhelmas
ETC_20161005_025241	Remove the moss that is covering the marked tree
ETC_20161005_025242	Check the Rozalija Family Monument
ETC_20161005_025243	Save the two lords from the monsters
ETC_20161005_025244	Make the Royal Seal react to the magic trees
ETC_20161005_025245	Solve the riddle about the King's Statue and the pillar of time
ETC_20161005_025246	Absorb souls into the Royal Seal
ETC_20161005_025247	This is not something fit for monsters
ETC_20161005_025248	Place fake onions
ETC_20161005_025249	Defeat goblins near the investigation site
ETC_20161005_025250	Wait for Horatio to finish his investigation
ETC_20161005_025251	Defeat Blue Pag Dopers and gather their oil to light a fire
ETC_20161005_025252	Investigate Bethez Refuge
ETC_20161005_025253	Investigate Tjibes Refuge
ETC_20161005_025254	Take the supplement bottle
ETC_20161005_025255	Ask about the results of watching the autumn colors
ETC_20161005_025256	Ask about the balance of power
ETC_20161005_025257	Ask about the Kupoles
ETC_20161005_025258	Fill the supplement bottle with supplement
ETC_20161005_025259	Investigate Raffye Crossroads
ETC_20161005_025260	Investigate the stump
ETC_20161005_025261	Check the green autumn tree
ETC_20161005_025262	Check the strange autumn tree
ETC_20161005_025263	The truth about the ripped rag dolls
ETC_20161005_025264	Find Ausrine's mark at the shopping area's entrance
ETC_20161005_025265	Observing Demons(1)
ETC_20161005_025266	Observing Demons(2)
ETC_20161005_025267	Defeat Demon Lord Diena
ETC_20161005_025268	Install the Kupole's Alarm Crystal
ETC_20161005_025269	Search Preparations(3)
ETC_20161005_025270	Destroy the interferance magic circle
ETC_20161005_025271	Attack the Pell when it glows
ETC_20161005_025272	Charge Forest Energy
ETC_20161005_025273	Defeat the next monster within 10 seconds of the first
ETC_20161005_025274	Purify the Demons' Essence
ETC_20161005_025275	Protect the Kupoles until they complete the magic circle
ETC_20161005_025276	Destroy the blocked corridor by detonating the Magic Core
ETC_20161005_025277	Destroy the Demon Restraining Device
ETC_20161005_025278	There are too many eyes
ETC_20161005_025279	Activate all of the Lockout Devices
ETC_20161005_025280	Participate in the Kupoles' Purification Ceremony
ETC_20161005_025281	Listen to Goddess Dalia's story
ETC_20161005_025282	Charge Protection Magic
ETC_20161005_025283	Search for Goddess Dalia's mark
ETC_20161005_025284	Protect the Kupole until it finishes infusing divine energy
ETC_20161005_025285	Charge Goddess Saule's Power
ETC_20161005_025286	Wake Up (1)
ETC_20161005_025287	Wake Up (2)
ETC_20161005_025288	Wake Up (3)
ETC_20161005_025289	Activate the secondary device within time
ETC_20161005_025290	Observe Gesti
ETC_20161005_025291	Collect Dalia's scattered soul
ETC_20161005_025292	Move to the altar with Priest Gherriti
ETC_20161005_025293	Fill the orb with divine energy by setting it with purified essence
ETC_20161005_025294	Place the essence containing divine energy near the altar
ETC_20161005_025295	Plant the proven seeds
ETC_20161005_025296	Capture Bunkeybo
ETC_20161005_025297	Capture Bunkeyto
ETC_20161005_025298	Get the water required for the experiment from the well
ETC_20161005_025299	Make Bunkeybo sniff at the Phamer Bracken
ETC_20161005_025300	Feed Bunkeyto Tulup Flowers
ETC_20161005_025301	Feed Oscaras the antidote
ETC_20161005_025302	Search the Vilkas nest
ETC_20161005_025303	Find the Flechette by using the Flechette Detection Device
ETC_20161005_025304	Retrieve the Magic Dispell Orb
ETC_20161005_025305	Find King Kadumel's second Monument with Priest Lintas
ETC_20161005_025306	Find King Kadumel's third Monument
ETC_20161005_025307	Ask about the whereabouts of Goddesses Saule, Lada, Gabija and Vakarine
ETC_20161005_025308	Ask about the whereabouts of Goddess Austeja
ETC_20161005_025309	Ask about the whereabouts of Goddess Jurate
ETC_20161005_025310	Ask about the whereabouts of Goddess Zemyna
ETC_20161005_025311	Ask about the whereabouts of Goddess Dhalia
ETC_20161005_025312	Ask about the whereabouts of Goddess Vaivora
ETC_20161005_025313	Ask about the whereabouts of Goddess Medeina
ETC_20161005_025314	Ask about the whereabouts of Goddess Laima
ETC_20161005_025315	Ask about the whereabouts of Goddess Ausrine
ETC_20161005_025316	Gather Pria Flowers
ETC_20161005_025317	Gather Poppy Bracken
ETC_20161005_025318	Gather Aily Grass
ETC_20161005_025319	Fresh Ingredients[Necromancer Advancement]
ETC_20161005_025320	Collect Magic Infused Blood
ETC_20161005_025321	Incense burner ingredients[Alchemist Advancement]
ETC_20161005_025322	Find evil spirits with the Seal of Dominance and absorb them
ETC_20161005_025323	Purify the plants that have been defiled by the evil energy
ETC_20161005_025324	Find the pathogenic bacterium[Plague Doctor Advancement]
ETC_20161005_025325	Magic infused in equipment[Enchanter Advancement]
ETC_20161005_025326	Absorb magic from equipment with the Absorption Orb
ETC_20161005_025327	Read the decree written by the Inquisitor Master
ETC_20161005_025328	Retrieve heresy by using the Book of Judgement
ETC_20161005_025329	Use the talisman on monsters
ETC_20161005_025330	Cursed Objects[Featherfoot Advancement]
ETC_20161005_025331	Use the Seal of Disarmament to lift curses or retrieve cursed objects
ETC_20161005_025332	Find the book [Sage Baseline] from the Mage Tower's second floor
ETC_20161005_025333	Find the book [The Goddess' Abode of Mount Monderor Volume I] from the Elgos Monastery Main Building
ETC_20161005_025334	Find the [Book of the Void] from the Inner Wall 9th District
ETC_20161005_025335	Collect Randulin Grass
ETC_20161005_025336	Conditions to unlock the Mishekan Forest Hidden Quest
ETC_20161005_025337	Earth Tower 24F
ETC_20161005_025338	GuardianNPC
ETC_20161005_025339	Martuis Storage Room G3
ETC_20161005_025340	Manahas Set
ETC_20161005_025341	HP Recovery {img green_up_arrow 16 16}240
ETC_20161005_025342	All Stats {img green_up_arrow 16 16}6
ETC_20161005_025343	Additional Frost Attribute Damage  {img green_up_arrow 16 16}110 {nl} STR, SPR {img green_up_arrow 16 16}12
ETC_20161005_025344	Aiming Ratio
ETC_20161005_025345	NA
ETC_20161005_025346	Option to avoid getting matched with a recently-matched guild. (If 0, unused)
ETC_20161005_025347	Whether to use the client computer's time
ETC_20161005_025348	Or to make it stop if the connection is lost
ETC_20161005_025349	Check whether internal Test value is used without HTTP communicationin BillingShop (When used, cash usage becomes infinite)
ETC_20161005_025350	Check whether internal Test value is used without DB management in BillingShop (When used, the item distribution checking does not occur)
ETC_20161005_025351	Bandicam
ETC_20161005_025352	Default Sage Portals
ETC_20161005_025353	The minimun silver price for registering Enchant Scroll on the market
ETC_20161005_025354	Gun
ETC_20161005_025355	Don't let your guard down even if they're far off!!!
ETC_20161005_025356	One hand bow One hand sword
ETC_20161005_025357	 N/A
ETC_20161005_025358	Recipe - Instance Clear Voucher [{img star_mark 20 20}{img star_mark 20 20}]
ETC_20161005_025359	Recipe - Mirror of Truth
ETC_20161005_025360	Recipe - Pierene Sword
ETC_20161005_025361	Recipe - Abdochar
ETC_20161005_025362	Recipe - Gale Slasher
ETC_20161005_025363	Recipe - Sarkmis
ETC_20161005_025364	Recipe - Windia Rod
ETC_20161005_025365	Recipe - Heart of Glory
ETC_20161005_025366	Recipe - Vienarazis Staff
ETC_20161005_025367	Recipe - Regard Horn Staff
ETC_20161005_025368	Recipe - Aufgowle Bow
ETC_20161005_025369	Recipe - Astra Bow
ETC_20161005_025370	Recipe - Silver Hawk
ETC_20161005_025371	Recipe - Regard Horn Crossbow
ETC_20161005_025372	Recipe - Vienarazis Mace
ETC_20161005_025373	Recipe - Skull Smasher
ETC_20161005_025374	Recipe - Pygry Spear
ETC_20161005_025375	Recipe - Wingshard Spear
ETC_20161005_025376	Recipe - Sacmet
ETC_20161005_025377	Recipe - Regard Horn Pike
ETC_20161005_025378	Recipe - Double Stack
ETC_20161005_025379	Recipe - Aspana Revolver
ETC_20161005_025380	Recipe - Dragoon Piper
ETC_20161005_025381	Recipe - Emengard Musket
ETC_20161005_025382	Recipe - Lionhead Dagger
ETC_20161005_025383	Recipe - Emengard Dagger
ETC_20161005_025384	Recipe - Blood Stealer
ETC_20161005_025385	Recipe - Swift Oghma Gauntlets
ETC_20161005_025386	Recipe - Dehvlin Gauntlets
ETC_20161005_025387	Recipe - Cylli Plate Boots
ETC_20161005_025388	Recipe - Shade Greaves
ETC_20161005_025389	Recipe - Newt Robe
ETC_20161005_025390	Recipe - Newt Pants
ETC_20161005_025391	Recipe - Newt Boots
ETC_20161005_025392	Recipe - Newt Gloves
ETC_20161005_025393	Recipe - Newt Leather Armor
ETC_20161005_025394	Recipe - Newt Leather Pants
ETC_20161005_025395	Recipe - Newt Leather Boots
ETC_20161005_025396	Recipe - Newt Leather Gloves
ETC_20161005_025397	Recipe - Newt Plate Armor
ETC_20161005_025398	Recipe - Newt Plate Leggings
ETC_20161005_025399	Recipe - Newt Plate Greaves
ETC_20161005_025400	Recipe - Newt Plate Gauntlets
ETC_20161005_025401	Recipe - Lionhead Shield
ETC_20161005_025402	Recipe - Emengard Shield
ETC_20161005_025403	Recipe - Lionhead Cannon
ETC_20161005_025404	Recipe - Emengard Cannon
ETC_20161005_025405	Inquisitor Advancement
ETC_20161005_025406	Enchanter Advancement
ETC_20161005_025407	Mergen Advancement
ETC_20161005_025408	Lancer Advancement
ETC_20161005_025409	Miko Advancement
ETC_20161005_025410	Craft Enchant Rounds
ETC_20161005_025411	Enchant Crafting attribute required
ETC_20161005_025412	Charm of Protection Crafting attribute required
ETC_20161005_025413	Returning to the server selection screen as you tried to access another server.
ETC_20161005_025414	Unavailable in this area.
ETC_20161005_025415	There is already an instance clear voucher in use.
ETC_20161005_025416	You are not the right class for this equipment.
ETC_20161005_025417	You cannot change your equipment before picking up a thrown item.
ETC_20161005_025418	Your character's level cannot be higher than 280 in the Seasonal Server.
ETC_20161005_025419	You are not the right gender to equip this.
ETC_20161005_025420	AoE Attack Ratio increases by {Value} for {Time} minutes.
ETC_20161005_025421	AoE Defense Ratio increases by {Value} for {Time} minutes.
ETC_20161005_025422	Unable to purchase
ETC_20161005_025423	{#FF0000} The package and all included items are untradable.{/}
ETC_20161005_025424	{#0054FF} The package and all included items are tradable.{/}
ETC_20161005_025425	{#FF0000} You can only purchase 1 product per account.{/}
ETC_20161005_025426	There is no more room in the cash inventory. 
ETC_20161005_025427	Investigating the pile of firewood
ETC_20161005_025428	Investigating
ETC_20161005_025429	The leaves won't fall even if you shake the tree{nl}They seem to be tied firmly with something
ETC_20161005_025430	Trade {ITEM2}
ETC_20161005_025431	Show Alphabet Item
ETC_20161005_025432	{ITEM2} (x{COUNT1}) Accumulated: {COUNT2}
ETC_20161005_025433	Accumulated times for trading TREEOFSAVIOR : {COUNT}
ETC_20161005_025434	Adventure Journal: 
ETC_20161005_025435	Retrieving Doctrine
ETC_20161005_025436	Using crystal orb
ETC_20161005_025437	Sniffing at Phamer Bracken
ETC_20161005_025438	Bunkeybo starts to struggle{nl}as soon as you make him sniff the Pahmer Bracken
ETC_20161005_025439	Using magic orb
ETC_20161005_025440	You have failed to brand the monster with the Seal of Disinter{nl}as you failed to control the magic
ETC_20161005_025441	I'll have to go to the Magic Observatory{nl}after clearing the fragments
ETC_20161005_025442	Don't be nervous.{nl}Just follow my instructions.
ETC_20161005_025443	However... it seems as if{nl}the guest that is supposed to help us isn't here yet.
ETC_20161005_025444	Let's wait{nl}until he gets here.
ETC_20161005_025445	You're late, Hauberk.
ETC_20161005_025446	I am not your minion.{nl}Do not speak to me that way...
ETC_20161005_025447	They have come to help me just like you.
ETC_20161005_025448	I sense another demon...{nl}What trickery is this?
ETC_20161005_025449	His name is Vhaldobas.{nl}I presume that you're not frightened are you?
ETC_20161005_025450	Enough small talk.{nl}Let's get started.
ETC_20161005_025451	I will recuperate for a moment.
ETC_20161005_025452	Follow me.
ETC_20161005_025453	Deal with them{nl}while I destroy the Demon Summoning Circles.
ETC_20161005_025454	Deal with the demons{nl}while I disarm this barrier.
ETC_20161005_025455	Let's go to the next area.{nl}We'll have to be careful from now on.
ETC_20161005_025456	Flurry! This is disappointing.{nl}You humans have too much fear.
ETC_20161005_025457	Hauberk! No!
ETC_20161005_025458	It's the Library's defense magic!{nl}Please protect me while I save Hauberk.
ETC_20161005_025459	We'll have to deal{nl}with all of them first.
ETC_20161005_025460	We'll have to deal with them{nl}before focusing the magic on the Kaleidoscope of Time.
ETC_20161005_025461	Providing Magic
ETC_20161005_025462	Collecting Magic
ETC_20161005_025463	It's done!{nl}Now let's go to that mage.
ETC_20161005_025464	Vhaldobas has been dealt with.
ETC_20161005_025465	Now what?
ETC_20161005_025466	Vhaldobas...{nl}Words will not sway him.{nl}Die!
ETC_20161005_025467	Adventurers,{nl}please remove the boundary stones.
ETC_20161005_025468	We won't be able to get out of here{nl}if they are not removed.
ETC_20161005_025469	Follow.{nl}And listen to me from now on.
ETC_20161005_025470	If you wish to destroy the boundary stones,{nl}gather power to me by defeating them.
ETC_20161005_025471	Now let's go and deal with Vhaldobas.
ETC_20161005_025472	I shall return to Flurry first.{nl}Come to the center.
ETC_20161005_025473	You'll need [{ITEM}] (x{VALUE}) to move to {FLOOR}.{nl}Only you and your party members will be able to go together.{nl}Do you wish to proceed?
ETC_20161005_025474	Follow Party Leader
ETC_20161005_025475	Move to the Solmiki Area with your party leader{nl}(You may go there by talking to Kupole Lhuta)
ETC_20161005_025476	Move to the Solmiki Area with your party leader
ETC_20161005_025477	You cannot enter the Earth Tower Solmiki Area!{nl}The party members do not meet the specified conditions{nl}(Level not high enough)
ETC_20161005_025478	Level Up {Auto_1}!
ETC_20161005_025479	There are already more structures than is possible at your skill level. You must destroy one to place one.
ETC_20161005_025480	You must have at least {Number} guild members in order to apply for the Regional Guild Battles.
ETC_20161005_025481	You cannot use it on yourself.
ETC_20161005_025482	You might lose some of your silver, gems, cards or blessed gems when you become incapable of combat in this current area.
ETC_20161005_025483	Welcome to the Jurate server.{nl}{nl}The Jurate server is a seasonal server that will only be operated for a short period of time.{nl}{nl}Please refer to the official homepage for more details.{/}
ETC_20161005_025484	[{Key1}] and [{Key2}] have been set to the identical [{Key}] key.
ETC_20161005_025485	The characters that have not cleared Earth Tower cannot receive the rewards.
ETC_20161005_025486	There was a problem processing your purchase. {/}Please try again later.
ETC_20161005_025487	Only one product per account can be purchased.
ETC_20161005_025488	There was a problem processing your refund. {/}Please try again later.
ETC_20161005_025489	The conditions are not met.
ETC_20161005_025490	Violet
ETC_20161005_025491	Magic Orb Fragment
ETC_20161005_025492	Magic Device
ETC_20161005_025493	Magic Tainted Monster
ETC_20161005_025494	Faint Magic
ETC_20161005_025495	Minute Magic
ETC_20161005_025496	Exorcising Device
ETC_20161005_025497	Traces of Heranda
ETC_20161005_025498	Strange Traces
ETC_20161005_025499	Stone Pillar Fragments
ETC_20161005_025500	Green Goblin Magician
ETC_20161005_025501	Old Sanctuary
ETC_20161005_025502	Forest Ranger Bronius
ETC_20161005_025503	Willitte
ETC_20161005_025504	Autumn Forest_24_3
ETC_20161005_025505	[Enchanter Master]{nl} Yena Havindar
ETC_20161005_025506	Edeline's Bag
ETC_20161005_025507	Mysterious Demon Device
ETC_20161005_025508	Temporary Memorial Monument
ETC_20161005_025509	Wall Debris
ETC_20161005_025510	Red Ducky's Nest
ETC_20161005_025511	Yega Bracken
ETC_20161005_025512	Essence containing divine energy
ETC_20161005_025513	Coral Plains1
ETC_20161005_025514	Vilkas Nest
ETC_20161005_025515	[Sage Master]{nl} Rhupas Kehel
ETC_20161005_025516	Emergency Magic Circle
ETC_20161005_025517	Defensive Wall Maintainer
ETC_20161005_025518	Secret Storage Chest
ETC_20161005_025519	Broken Magic Stone
ETC_20161005_025520	Material Storage Chest
ETC_20161005_025521	Lamp Magic Stone
ETC_20161005_025522	Fallen City104
ETC_20161005_025523	Fallen City105
ETC_20161005_025524	[Murmillo Master]{nl} Phelixia
ETC_20161005_025525	 [Lancer Master]{nl} Noer Parecius
ETC_20161005_025526	Forgotten Goddess Altar
ETC_20161005_025527	Castle Dungeon Entrance
ETC_20161005_025528	[Inquisitor Master]{nl}Thomas Iquinostasys
ETC_20161005_025529	[Hackapell Master]{nl} Flyntess
ETC_20161005_025530	  [Mergen Master]{nl}Vhangomont Breogen
ETC_20161005_025531	[Kedora Merchant Alliance]{nl} Operator
ETC_20161005_025532	[Taoist Master]{nl} Geuhong
ETC_20161005_025533	Whitetree Forest 22_2
ETC_20161005_025534	Whitetree Forest 22_3
ETC_20161005_025535	Alex
ETC_20161005_025536	[Miko Master]{nl} Hitomiko
ETC_20161005_025537	Monsters have appeared where Hayatin warned you. Defeat them.
ETC_20161005_025538	You will move to where you entered once you press the button.
ETC_20161005_025539	Starting message in 10 seconds
ETC_20161005_025540	Start!! Message
ETC_20161005_025541	Create magic circle
ETC_20161005_025542	The magic circle has opened!
ETC_20161005_025543	Magic circle1
ETC_20161005_025544	Magic circle2
ETC_20161005_025545	The magic circle has opened.
ETC_20161005_025546	Activate End
ETC_20161005_025547	You will return to the entrance in 10 seconds!
ETC_20161005_025548	Return to Zone
ETC_20161005_025549	Failure Condition complete
ETC_20161005_025550	End conditions
ETC_20161005_025551	You've failed in operating the surveillance orb. Defeat all the monsters!
ETC_20161005_025552	Dungeon cleared!
ETC_20161005_025553	Confirm to move out of the mission.
ETC_20161005_025554	Waiting for Agailla Flurry
ETC_20161005_025555	You've all come.
ETC_20161005_025556	I have come to keep my promise...
ETC_20161005_025557	Enter Solmiki Area
ETC_20161005_025558	The mission for Earth Tower 21F will begin shortly
ETC_20161005_025559	Earth Tower 21F
ETC_20161005_025560	The mission for Earth Tower 21F was a success!{nl}Move to the next floor
ETC_20161005_025561	Earth Tower 22F
ETC_20161005_025562	The mission for Earth Tower 22F will begin shortly
ETC_20161005_025563	The mission for Earth Tower 22F was a success!{nl}Move to the next floor
ETC_20161005_025564	Earth Tower 23F
ETC_20161005_025565	The first objective has begun{nl}Protect the Earth Altar for 270 seconds from the monsters
ETC_20161005_025566	Protect the Earth Altar
ETC_20161005_025567	The mission for Earth Tower 23F will begin shortly
ETC_20161005_025568	Large Unidentified Egg
ETC_20161005_025569	Small Unidentified Egg
ETC_20161005_025570	The mission for Earth Tower 23F was a success!{nl}Move to the next floor
ETC_20161005_025571	The first objective has begun{nl}Destroy the Large Unidentified Egg within 270 seconds
ETC_20161005_025572	Destroy the Large Unidentified Egg
ETC_20161005_025573	The mission for Earth Tower 24F will begin shortly
ETC_20161005_025574	The mission for Earth Tower 24F was a success!{nl}Move to the next floor
ETC_20161005_025575	Earth Tower 25F
ETC_20161005_025576	A Terapede has appeared{nl}Be careful of it's poison
ETC_20161005_025577	Purify Poison 200 times
ETC_20161005_025578	The mission for Earth Tower 25F will begin shortly
ETC_20161005_025579	The first objective has begun{nl}Defeat Neop
ETC_20161005_025580	Defeat Neop
ETC_20161005_025581	The party leader has challenged the next mission{nl}Move to 26F
ETC_20161005_025582	Earth Tower 26F
ETC_20161005_025583	The mission for Earth Tower 26F will begin shortly
ETC_20161005_025584	The mission for Earth Tower 26F was a success!{nl}Move to the next floor
ETC_20161005_025585	Earth Tower 27F
ETC_20161005_025586	The mission for Earth Tower 27F will begin shortly
ETC_20161005_025587	Earth Shaman Doll
ETC_20161005_025588	Destroyed Earth Shaman Doll
ETC_20161005_025589	The mission for Earth Tower 27F was a success!{nl}Move to the next floor
ETC_20161005_025590	Earth Tower 28F
ETC_20161005_025591	The first objective has begun{nl}Protect the Earth Shaman Doll
ETC_20161005_025592	Monsters have appeared aiming to destroy the Earth Shaman Doll
ETC_20161005_025593	Protect the Earth Shaman Doll
ETC_20161005_025594	The mission for Earth Tower 28F will begin shortly
ETC_20161005_025595	The mission for Earth Tower 28F was a success!{nl}Move to the next floor
ETC_20161005_025596	Earth Tower 29F
ETC_20161005_025597	The first objective has begun{nl}Destroy all the Sacrificial Crystals
ETC_20161005_025598	Destroy Soul Starved Demon
ETC_20161005_025599	The mission for Earth Tower 29F will begin shortly
ETC_20161005_025600	The mission for Earth Tower 29F was a success!{nl}Move to the next floor
ETC_20161005_025601	An unstable gas has appeared
ETC_20161005_025602	Unstable Gas
ETC_20161005_025603	Purify 200 times
ETC_20161005_025604	The mission for Earth Tower 30F will begin shortly
ETC_20161005_025605	The first objective has begun{nl}Defeat Organ
ETC_20161005_025606	Organ has called for his subordinates
ETC_20161005_025607	Defeat Organ
ETC_20161005_025608	Earth Tower 31F
ETC_20161005_025609	The mission for Earth Tower 31F will begin shortly
ETC_20161005_025610	The mission for Earth Tower 31F was a success!{nl}Move to the next floor
ETC_20161005_025611	Earth Tower 32F
ETC_20161005_025612	The mission for Earth Tower 32F will begin shortly
ETC_20161005_025613	Earth Storage Room
ETC_20161005_025614	Destroyed Earth Storage Room
ETC_20161005_025615	The mission for Earth Tower 32F was a success!{nl}Move to the next floor
ETC_20161005_025616	Earth Tower 33F
ETC_20161005_025617	The first objective has begun{nl}Protect the Earth Storage Room from getting destroyed
ETC_20161005_025618	Protect the Earth Storage Room
ETC_20161005_025619	The mission for Earth Tower 33F will begin shortly
ETC_20161005_025620	The mission for Earth Tower 33F was a success!{nl}Move to the next floor
ETC_20161005_025621	Earth Tower 34F
ETC_20161005_025622	The first objective has begun{nl}Destroy all the Soul Starved Demons
ETC_20161005_025623	The mission for Earth Tower 34F will begin shortly
ETC_20161005_025624	The mission for Earth Tower 34F was a success!{nl}Move to the next floor
ETC_20161005_025625	Remove Frost 200 times
ETC_20161005_025626	The mission for Earth Tower 35F will begin shortly
ETC_20161005_025627	The first objective has begun{nl}Defeat Plokste
ETC_20161005_025628	Plokste has called for his subordinates
ETC_20161005_025629	Defeat Plokste
ETC_20161005_025630	Earth Tower 36F
ETC_20161005_025631	The mission for Earth Tower 36F will begin shortly
ETC_20161005_025632	The mission for Earth Tower 36F was a success!{nl}Move to the next floor
ETC_20161005_025633	The mission for Earth Tower 37F will begin shortly
ETC_20161005_025634	The mission for Earth Tower 37F was a success!{nl}Move to the next floor
ETC_20161005_025635	Earth Tower 38F
ETC_20161005_025636	The first objective has begun{nl}Protect the Kupole for 270 seconds from the monsters
ETC_20161005_025637	Protect Kupole Lhuta
ETC_20161005_025638	The mission for Earth Tower 38F will begin shortly
ETC_20161005_025639	The mission for Earth Tower 38F was a success!{nl}Move to the next floor
ETC_20161005_025640	Earth Tower 39F
ETC_20161005_025641	The first objective has begun{nl}Destroy all the Terra Unicorn
ETC_20161005_025642	Defeat all of the Terra Unicorn
ETC_20161005_025643	The mission for Earth Tower 39F will begin shortly
ETC_20161005_025644	The mission for Earth Tower 39F was a success!{nl}Move to the next floor
ETC_20161005_025645	Earth Tower 40F
ETC_20161005_025646	Charge divine energy 200 times
ETC_20161005_025647	The mission for Earth Tower 40F will begin shortly
ETC_20161005_025648	The first objective has begun{nl}Defeat the Grim Reaper 
ETC_20161005_025649	The subordinates of Grim Reaper have appeared
ETC_20161005_025650	More subordinates of Grim Reaper have appeared
ETC_20161005_025651	Defeat Grim Reaper
ETC_20161005_025652	You've completed all objectives from the Solmiki Area of the Earth Tower{nl}You will return to Istora Ruins after 120 seconds
ETC_20161005_025653	The way to the Earth Sanctuary has opened{nl}Go and meet Goddess Zemyna
ETC_20161005_025654	Entering
ETC_20161005_025655	The party leader has applied for the next mission{nl}Go to the Earth Tower Solmiki Area
ETC_20161005_025656	You have failed the Fantasy Library challenge{nl}Returning to Zima Suecourt
ETC_20161005_025657	Successfully finished the Fantasy Library challenge{nl}Returning to Zima Suecourt
ETC_20161005_025658	Destroy Red Boundary Stones
ETC_20161005_025659	Destroy the Red Boundary Stones
ETC_20161005_025660	You have destroyed the Red Boundary Stones{nl}Move to the next area
ETC_20161005_025661	Destroy all of the boundary stones
ETC_20161005_025662	Destroy all of the red and blue boundary stones
ETC_20161005_025663	You have destroyed all of the boundary stones{nl}Move to the next area
ETC_20161005_025664	Protect Agailla Flurry
ETC_20161005_025665	Protect Agailla Flurry while she removes the boundary stones
ETC_20161005_025666	Black Boundary Stones
