ITEM_20150317_000001	Empty_helmet
ITEM_20180615_018563	Official uniform of the Orsha Lions team. Use to change your appearance.
ITEM_20180615_018564	Orsha Lions Uniform (Female)
ITEM_20180615_018565	Whistle Referee Costume (Male)
ITEM_20180615_018566	Out on the field, the last word is yours! Use to change your appearance. 
ITEM_20180615_018567	Whistle Referee Costume (Female)
ITEM_20180615_018568	Orsha Supporters Uniform (Male)
ITEM_20180615_018569	Go, Lions! Use to change your appearance.
ITEM_20180615_018570	Orsha Supporters Uniform (Female)
ITEM_20180615_018571	Klaipeda Supporters Uniform (Male)
ITEM_20180615_018572	Go, Capricorns! Use to change your appearance.
ITEM_20180615_018573	Klaipeda Supporters Uniform (Female)
ITEM_20180615_018574	Soccer Fan Headband
ITEM_20180615_018575	Prove that you're a real soccer fan with these massive soccer ball antenna!
ITEM_20180615_018576	Supporters Vuvuzela
ITEM_20180615_018577	2018 Kickoff Popup Book
ITEM_20180615_018578	2018 Kickoff Soccer Ball
ITEM_20180615_018579	Maybe you're not the best soccer player out there, but you can at least look like it.
ITEM_20180615_018580	Ultimate Ace Trophy
ITEM_20180615_018581	Now you know what it feels like to win.
ITEM_20180615_018582	Orsha Lions Support Banner
ITEM_20180615_018583	Let the Lions know who's rooting for them!
ITEM_20180615_018584	Klaipeda Capricorns Support Banner
ITEM_20180615_018585	Let the Capricorns know who's rooting for them!
ITEM_20180615_018586	2018 Kickoff Yellow Card
ITEM_20180615_018587	PREEEEEET! Yellow card! This is your warning.
ITEM_20180615_018588	2018 Kickoff Red Card
ITEM_20180615_018589	PREEEEEET! Red card! Out of the field! (Note: This doesn't actually let you expel other folks.)
ITEM_20180623_018590	Hat Trick Clue
ITEM_20180623_018591	Use this item to guess a number in the Hat Trick Quiz event. Will be deleted at the end of the event period.
ITEM_20180623_018592	Title - Klaipeda Capricorns Supporter
ITEM_20180623_018593	A title for soccer supporters.{nl}This box will be deleted at the end of the event period.
ITEM_20180623_018594	Title - Orsha Lions Supporter
ITEM_20180629_018595	Guild Lovers Armband
ITEM_20180629_018596	An armband created to remember that guilds make TOS. 
ITEM_20180629_018597	Wig [Male]
ITEM_20180629_018598	Retro Layered
ITEM_20180629_018599	Changes your appearance. Does not apply wig dye color.
ITEM_20180629_018600	Bunny Boy
ITEM_20180629_018601	Two-tone Dandy Cut
ITEM_20180629_018602	Noble Wave Ponytail 
ITEM_20180629_018603	Lamb Towel Hat (Male)
ITEM_20180629_018604	Wig [Female]
ITEM_20180629_018605	Equip to change your appearance.
ITEM_20180629_018606	Romantic Bun
ITEM_20180629_018607	Goth Loli
ITEM_20180629_018608	Side Ponytail
ITEM_20180629_018609	Choppy Bangs
ITEM_20180629_018610	Lamb Towel Hat (Female)
ITEM_20180629_018611	An outfit given to beginners who show some level of talent during training. These Pied Pipers are at least able to influence and capture animals. Of course, this outfit also commemorates a special moment for Pied Pipers. 
ITEM_20180629_018612	Pied Piper Special Costume
ITEM_20180629_018613	Pied Piper Meinung Costume
ITEM_20180629_018614	As a Pied Piper, influencing minds is an important task. Those who have mastered this art are more than qualified to wear this costume.
ITEM_20180629_018615	Pied Piper Meinung Special Costume
ITEM_20180629_018616	Pied Piper Candy-Blower Costume
ITEM_20180629_018617	An outfit that makes reference to a very famous scene in Pied Piper lore. It is said that the Pied Piper enticed the children with candy and persuaded them to follow along.
ITEM_20180629_018618	Pied Piper Candy-Blower Special Costume
ITEM_20180629_018619	Pied Piper Bergefuehrender Costume
ITEM_20180629_018620	It is said that truly legendary Pied Pipers can move even mountains to dance and follow along. There has yet to be such a person, but Pied Pipers with extraordinary skills are handed down this outfit.
ITEM_20180629_018621	Pied Piper Bergefuehrender Special Costume
ITEM_20180629_018622	Pied Piper Bergefuehrender Costume (Male)
ITEM_20180629_018623	Pied Piper Bergefuehrender Costume (Female)
ITEM_20180629_018624	Exorcist Costume
ITEM_20180629_018625	Exorciser is a term describing a beginner Exorcist. It used to refer to a shaman before the establishment of the Kingdom and now it is embroidered on the garments of the Exorcists.
ITEM_20180629_018626	Costume Special Costume
ITEM_20180629_018627	Exorcist Soul Binder Costume
ITEM_20180629_018628	On becoming an Exorcist of the highest expertise, one learns that the true meaning of the term Exorcist is "The Oath of the Soul Binder". This costume is bestowed upon those who have learned this true meaning.
ITEM_20180629_018629	Exorcist Soul Binder Special Costume
ITEM_20180629_018630	Exorcist Rubric Costume
ITEM_20180629_018631	The scrolls of rituals used during an exorcism are written in crimson ink. The design of this costume was inspired by the color of the exorcism scrolls.
ITEM_20180629_018632	Exorcist Rubric Special Costume
ITEM_20180629_018633	Exorcist Concordat Costume
ITEM_20180629_018634	A long time ago, the Royal Family granted Exorcists judicial power when a possession was identified to be genuine. This costume was created in celebration of that moment in history and the Exorcist Master who mediated such an outcome. Only those wearing this costume will be granted judicial power by law.
ITEM_20180629_018635	Exorcist Concordat Special Costume
ITEM_20180629_018636	Exorcist Concordat Costume (Male)
ITEM_20180629_018637	Exorcist Concordat Costume (Female)
ITEM_20180629_018638	Highlander Special Costume (Male)
ITEM_20180629_018639	Changes your appearance and effects when equipped.{nl}- Changes Skyliner visual effects.
ITEM_20180629_018640	Highlander Special Costume (Female)
ITEM_20180629_018641	Swordsman Special Costume (Male)
ITEM_20180629_018642	Changes your appearance and effects when equipped.{nl}- Changes Restrain visual effects.
ITEM_20180629_018643	Swordsman Special Costume (Female)
ITEM_20180629_018644	Wizard Special Costume (Male)
ITEM_20180629_018645	Changes your appearance and effects when equipped.{nl}- Changes Magic Missile visual effects.
ITEM_20180629_018646	Wizard Special Costume (Female)
ITEM_20180629_018647	Pyromancer Special Costume (Male)
ITEM_20180629_018648	Changes your appearance and effects when equipped.{nl}- Changes Fire Pillar visual effects.
ITEM_20180629_018649	Pyromancer Special Costume (Female)
ITEM_20180629_018650	Psychokino Special Costume (Male)
ITEM_20180629_018651	Changes your appearance and effects when equipped.{nl}- Changes Psychic Pressure visual effects.
ITEM_20180629_018652	Psychokino Special Costume (Female)
ITEM_20180629_018653	Archer Special Costume (Male)
ITEM_20180629_018654	Changes your appearance and effects when equipped.{nl}- Changes Multi Shot visual effects.
ITEM_20180629_018655	Archer Special Costume (Female)
ITEM_20180629_018656	Quarrel Shooter Special Costume (Male)
ITEM_20180629_018657	Changes your appearance and effects when equipped.{nl}- Changes Running Shot visual effects.
ITEM_20180629_018658	Quarrel Shooter Special Costume (Female)
ITEM_20180629_018659	Ranger Special Costume (Male)
ITEM_20180629_018660	Changes your appearance and effects when equipped.{nl}- Changes Barrage visual effects.
ITEM_20180629_018661	Ranger Special Costume (Female)
ITEM_20180629_018662	Priest Special Costume (Male)
ITEM_20180629_018663	Changes your appearance and effects when equipped.{nl}- Changes Mass Heal visual effects.
ITEM_20180629_018664	Priest Special Costume (Female)
ITEM_20180629_018665	Dievdirbys Special Costume (Male)
ITEM_20180629_018666	Changes your appearance and effects when equipped.{nl}- Changes Goddess Statue skills' visual effects.
ITEM_20180629_018667	Dievdirbys Special Costume (Female)
ITEM_20180629_018668	Monk Special Costume (Male)
ITEM_20180629_018669	Changes your appearance and effects when equipped.{nl}- Changes Double Punch visual effects.
ITEM_20180629_018670	Monk Special Costume (Female)
ITEM_20180629_018671	Cleric Special Costume (Male)
ITEM_20180629_018672	Changes your appearance and effects when equipped.{nl}- Changes Heal visual effects.
ITEM_20180629_018673	Cleric Special Costume (Female)
ITEM_20180629_018674	Deathweaver Cutter (30 Days)
ITEM_20180629_018675	Deathweaver (30 Days)
ITEM_20180629_018676	Deathweaver Rod (30 Days)
ITEM_20180629_018677	Melinas Staff (30 Days)
ITEM_20180629_018678	Deathweaver Bow (30 Days)
ITEM_20180629_018679	Deathweaver Crossbow (30 Days)
ITEM_20180629_018680	Vubbe Morning Star (30 Days)
ITEM_20180629_018681	Vubbe Armor (30 Days)
ITEM_20180629_018682	Vubbe Pants (30 Days)
ITEM_20180629_018683	Cheminis Sword (30 Days)
ITEM_20180629_018684	Chapparition Two-handed Sword (30 Days)
ITEM_20180629_018685	Chapparition Rod (30 Days)
ITEM_20180629_018686	Patrice Staff (30 Days)
ITEM_20180629_018687	Chapparition Bow (30 Days)
ITEM_20180629_018688	Chapparition Shooter (30 Days)
ITEM_20180629_018689	Chapparition Mace (30 Days)
ITEM_20180629_018690	Silver Spear (30 Days)
ITEM_20180629_018691	Cheminis Pike (30 Days)
ITEM_20180629_018692	Mark Tunic (30 Days)
ITEM_20180629_018693	Mark Pants (30 Days)
ITEM_20180629_018694	Durandal (30 Days)
ITEM_20180629_018695	Flamini (30 Days)
ITEM_20180629_018696	Secretum (30 Days)
ITEM_20180629_018697	Candle Staff (30 Days)
ITEM_20180629_018698	Heart Seeker (30 Days)
ITEM_20180629_018699	Shooting Star (30 Days)
ITEM_20180629_018700	Escanciu Mace (30 Days)
ITEM_20180629_018701	Doom Spear (30 Days)
ITEM_20180629_018702	Laideca (30 Days)
ITEM_20180629_018703	Brigandine Armor (30 Days)
ITEM_20180629_018704	Brigandine Pants (30 Days)
ITEM_20180629_018705	Belnium (30 Days)
ITEM_20180629_018706	Tily Two-handed Sword (30 Days)
ITEM_20180629_018707	Temere (30 Days)
ITEM_20180629_018708	Sunflower (30 Days)
ITEM_20180629_018709	Wilding Bane (30 Days)
ITEM_20180629_018710	Seimos Crossbow (30 Days)
ITEM_20180629_018711	Seimos Mace (30 Days)
ITEM_20180629_018712	Seimos Spear (30 Days)
ITEM_20180629_018713	Seimos Pike (30 Days)
ITEM_20180629_018714	Hunting Armor (30 Days)
ITEM_20180629_018715	Hunting Pants (30 Days)
ITEM_20180629_018716	Flame (30 Days)
ITEM_20180629_018717	Hell and Heaven (30 Days)
ITEM_20180629_018718	Casti Rod (30 Days)
ITEM_20180629_018719	Maledoom (30 Days)
ITEM_20180629_018720	Casti Bow (30 Days)
ITEM_20180629_018721	Karacha Crossbow (30 Days)
ITEM_20180629_018722	Drake Tail (30 Days)
ITEM_20180629_018723	Casti Spear (30 Days)
ITEM_20180629_018724	Magas Pike (30 Days)
ITEM_20180629_018725	Duelist (30 Days)
ITEM_20180629_018726	Veteran Tunic (30 Days)
ITEM_20180629_018727	Veteran Pants (30 Days)
ITEM_20180629_018728	Pensara Sword (30 Days)
ITEM_20180629_018729	Pensara Two-handed Sword (30 Days)
ITEM_20180629_018730	Pensara Rod (30 Days)
ITEM_20180629_018731	Power Staff (30 Days)
ITEM_20180629_018732	Marksman (30 Days)
ITEM_20180629_018733	Didel Grand Cross (30 Days)
ITEM_20180629_018734	Pensara Mace (30 Days)
ITEM_20180629_018735	Pensara Spear (30 Days)
ITEM_20180629_018736	Pensara Pike (30 Days)
ITEM_20180629_018737	Spada (30 Days)
ITEM_20180629_018738	Finisher (30 Days)
ITEM_20180629_018739	Bandit Armor (30 Days)
ITEM_20180629_018740	Bandit Pants (30 Days)
ITEM_20180629_018741	Primus Migantis Sword (30 Days)
ITEM_20180629_018742	Primus Migantis Two-handed Sword (30 Days)
ITEM_20180629_018743	Primus Migantis Rod (30 Days)
ITEM_20180629_018744	Primus Migantis Bow (30 Days)
ITEM_20180629_018745	Primus Migantis Crossbow (30 Days)
ITEM_20180629_018746	Primus Migantis Mace (30 Days)
ITEM_20180629_018747	Primus Migantis Two-handed Mace (30 Days)
ITEM_20180629_018748	Primus Migantis Spear (30 Days)
ITEM_20180629_018749	Primus Migantis Pike (30 Days)
ITEM_20180629_018750	Primus Migantis Staff (30 Days)
ITEM_20180629_018751	Primus Migantis Pistol (30 Days)
ITEM_20180629_018752	Primus Migantis Rapier (30 Days)
ITEM_20180629_018753	Primus Migantis Cannon (30 Days)
ITEM_20180629_018754	Primus Migantis Musket (30 Days)
ITEM_20180629_018755	Primus Albinosas Leather Armor (30 Days)
ITEM_20180629_018756	Primus Albinosas Leather Pants (30 Days)
ITEM_20180629_018757	Primus Pevordimas Sword (30 Days)
ITEM_20180629_018758	Primus Pevordimas Two-handed Sword (30 Days)
ITEM_20180629_018759	Primus Pevordimas Rod (30 Days)
ITEM_20180629_018760	Primus Pevordimas Bow (30 Days)
ITEM_20180629_018761	Primus Pevordimas Crossbow (30 Days)
ITEM_20180629_018762	Primus Pevordimas Mace (30 Days)
ITEM_20180629_018763	Primus Pevordimas Two-handed Mace (30 Days)
ITEM_20180629_018764	Primus Pevordimas Spear (30 Days)
ITEM_20180629_018765	Primus Pevordimas Pike (30 Days)
ITEM_20180629_018766	Primus Pevordimas Staff (30 Days)
ITEM_20180629_018767	Primus Pevordimas Pistol (30 Days)
ITEM_20180629_018768	Primus Pevordimas Rapier (30 Days)
ITEM_20180629_018769	Primus Pevordimas Cannon (30 Days)
ITEM_20180629_018770	Primus Pevordimas Musket (30 Days)
ITEM_20180629_018771	Primus Kaulas Leather Armor (30 Days)
ITEM_20180629_018772	Primus Kaulas Leather Pants (30 Days)
ITEM_20180629_018773	Berthas Raffye Sword 
ITEM_20180629_018774	Berthas Raffye Two-handed Sword
ITEM_20180629_018775	Berthas Raffye Rod
ITEM_20180629_018776	Berthas Raffye Bow
ITEM_20180629_018777	Berthas Raffye Crossbow
ITEM_20180629_018778	Berthas Raffye Mace
ITEM_20180629_018779	Berthas Raffye Two-handed Mace
ITEM_20180629_018780	Berthas Raffye Shield 
ITEM_20180629_018781	- Final Block Rate {img green_up_arrow 16 16}2%
ITEM_20180629_018782	Berthas Raffye Spear 
ITEM_20180629_018783	Berthas Raffye Pike 
ITEM_20180629_018784	Berthas Raffye Dagger
ITEM_20180629_018785	Berthas Raffye Staff
ITEM_20180629_018786	Berthas Raffye Pistol
ITEM_20180629_018787	Berthas Raffye Rapier
ITEM_20180629_018788	Berthas Raffye Cannon
ITEM_20180629_018789	Berthas Raffye Musket 
ITEM_20180629_018790	You've been gifted Teeny Fairy wings. Sadly, these won't help you fly.{nl} Can be exchanged for medals.
ITEM_20180629_018791	Vertex Beacon
ITEM_20180629_018792	[Exorcist Special Costume]
ITEM_20180629_018793	This item is a symbol of the Exorcist's faith. Those who carry the beacon on their backs have vowed to shine their light on the world even if they end up crucified. Story is told of a famous Exorcist who destroyed all demons within the vicinity of the beacon by allowing himself to be crucified. But, of course, there are few demons who will equal in power to an Exorcist who carries the beacon on their back.
ITEM_20180629_018794	The Blessings of Terpsichora
ITEM_20180629_018795	[Pied Piper Special Costume]
ITEM_20180629_018796	This costume is given to those who have honored the Piped Piper name with exceptional bursts of creativity. Those who wear the costume become the envy of other Pied Pipers and bards alike.
ITEM_20180629_018797	Half Lycanthropy
ITEM_20180629_018798	Half Lycanthropy - Exclusive Hair
ITEM_20180629_018799	Half Lycanthropy (M)
ITEM_20180629_018800	Half Lycanthropy (F)
ITEM_20180629_018801	Healthy food for your Penguin. Restores all of the HP and +15 Stamina.{nl}Good for:{nl} - Penguin{nl} - Pengmarine{nl} - Winter Penguin{nl} - Leaf Penguin
ITEM_20180629_018802	Dimensional Incense Burner
ITEM_20180629_018803	The Oracle Master built many gadgets in order to release the life force of monsters that accumulated over time in the Other Dimension, of which the Dimensional Incense Burner is one.{nl} {nl}Using the Dimensional Incense Burner will grant you and those around you many beneficial effects.
ITEM_20180629_018804	Dimensional Potion
ITEM_20180629_018805	Restores 1234 HP and 617 SP every 2 seconds. {nl}224 HP and SP are restored over 15 seconds. {nl}Right-click to use. Cooldown 100 seconds.
ITEM_20180629_018806	Uphill Defense Shop Points: 10
ITEM_20180629_018807	Use to gain 10 Uphill Shop Points.{nl}The points gained can be used in the Uphill Defense Shop.
ITEM_20180629_018808	Hidden Class Unlock Voucher Box {nl} List of Unlockable Classes {nl} - Shinobi Unlock Voucher {nl} - Miko Unlock Voucher {nl} - Rune Caster Unlock Voucher {nl} - Appraiser Unlock Voucher {nl} - Nak Muay Unlock Voucher
ITEM_20180629_018809	Lv 350 Berthas Armor Selection Box
ITEM_20180629_018810	Select one Lv 350 Berthas armor. Right-click to use.{nl}You cannot change your item once chosen.{nl}This box will be removed at the end of the event period.
ITEM_20180629_018811	Lv 350 Primus Armor Selection Box
ITEM_20180629_018812	Select one Lv 350 Primus armor. Right-click to use.{nl}You cannot change your item once chosen.{nl}This box will be removed at the end of the event period.
ITEM_20180629_018813	Lv 350 Berthas Weapon Selection Box
ITEM_20180629_018814	Select one Lv 350 Berthas weapon. Right-click to use.{nl}You cannot change your item once chosen.{nl}This box will be removed at the end of the event period.
ITEM_20180629_018815	Lv 350 Primus Weapon Selection Box
ITEM_20180629_018816	Select one Lv 350 Primus weapon. Right-click to use.{nl}You cannot change your item once chosen.{nl}This box will be removed at the end of the event period.
ITEM_20180629_018817	(Old) Attok Box of Materials
ITEM_20180629_018818	Tool used in the extraction of Ichors. Can be purchased from Teliavelis.
ITEM_20180629_018819	Silver Ichor Extraction Kit
ITEM_20180629_018820	Tool used in the extraction of Ichors. It does not require consumables.
ITEM_20180629_018821	[Card Equip Effect] [{img star_mark 20 20}/2]% chance per attack dealt of applying Frostbite to an enemy for 4 sec{nl}(Does not apply to boss monsters.)
ITEM_20180629_018822	[Card Equip Effect] Attack property penalties reduced by [{img star_mark 20 20} * 10]%
ITEM_20180629_018823	Bodkin Point Arrow
ITEM_20180629_018824	It is a small rock.
ITEM_20180629_018825	6-Star Gem Abrasive
ITEM_20180629_018826	Used to enhance gems. Amplifies the EXP of gems.{nl}- Gem EXP Gain: 57900
ITEM_20180629_018827	Torture Tools
ITEM_20180629_018828	A box full of various torture tools.
ITEM_20180629_018829	Trap Kit
ITEM_20180629_018830	A kit containing materials used in setting traps.
ITEM_20180629_018831	Sculpting Wood
ITEM_20180629_018832	A bundle of wood for sculpting.
ITEM_20180629_018833	Awakening Powder
ITEM_20180629_018834	Used for awakening items.
ITEM_20180629_018835	Gray Lesser Panda Box
ITEM_20180629_018836	Maybe you're not the best soccer player out there, but you can at least look like it.{nl} Can be exchanged for medals at the Exchange Shop.
ITEM_20180629_018837	PREEEEEET! Yellow card! This is your warning.{nl} Can be exchanged for medals at the Exchange Shop.
ITEM_20180629_018838	PREEEEEET! Red card! Out of the field! (Note: This doesn't actually let you expel other folks.){nl} Can be exchanged for medals at the Exchange Shop.
ITEM_20180629_018839	Goddess Sculpture
ITEM_20180629_018840	A Goddess Statue will be created that gives the Goddess' Blessing buff for 5 minutes. {nl}This item will be removed at the end of the event period.
ITEM_20180629_018841	5-Star Gem Abrasive
ITEM_20180629_018842	Item used for enhancing gems that drastically increases the EXP of gems.{nl} - Gem EXP gained: 14700{nl}This item will be removed at the end of the event period.
ITEM_20180629_018843	Instanced Dungeon One Entry Voucher
ITEM_20180629_018844	Use this to enter an instanced dungeons or redo a mercenary mission once more.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018845	Instanced Dungeon Reset Voucher
ITEM_20180629_018846	Use this to reset the instance entry restrictions for instanced dungeons and mercenary missions.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018847	Level Up Chest (Lv 15)
ITEM_20180629_018848	Right-click to use. This item can be used by players above level 15.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018849	Level Up Chest (Lv 40)
ITEM_20180629_018850	Right-click to use. This item can be used by players above level 40.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018851	Level Up Chest (Lv 50)
ITEM_20180629_018852	Right-click to use. This item can be used by players of level 50 or above.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018853	Level Up Chest (Lv 75)
ITEM_20180629_018854	Right-click to use. This item can be used by players of level 75 or above.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018855	Level Up Chest (Lv 85)
ITEM_20180629_018856	Right-click to use. This item can be used by players of level 85 or above.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018857	Level Up Chest (Lv 100)
ITEM_20180629_018858	Right-click to use. This item can be used by players of level 100 or above.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018859	Level Up Chest (Lv 120)
ITEM_20180629_018860	Right-click to use. This item can be used by players of level 120 or above.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018861	Level Up Chest (Lv 140)
ITEM_20180629_018862	Right-click to use. This item can be used by players of level 140 or above.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018863	Level Up Chest (Lv 170)
ITEM_20180629_018864	Right-click to use. This item can be used by players of level 170 or above.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018865	Level Up Chest (Lv 180)
ITEM_20180629_018866	Right-click to use. This item can be used by players of level 180 or above.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018867	Level Up Chest (Lv 200)
ITEM_20180629_018868	Right-click to use. This item can be used by players of level 200 or above.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018869	Level Up Chest (Lv 220)
ITEM_20180629_018870	Right-click to use. This item can be used by players of level 220 or above.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018871	Level Up Chest (Lv 230)
ITEM_20180629_018872	Right-click to use. This item can be used by players of level 230 or above.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018873	Level Up Chest (Lv 270)
ITEM_20180629_018874	Right-click to use. This item can be used by players of level 270 or above.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018875	Level Up Chest (Lv 300)
ITEM_20180629_018876	Right-click to use. This item can be used by players of level 300 or above.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018877	Level Up Chest (Lv 330)
ITEM_20180629_018878	Right-click to use. This item can be used by players of level 330 or above.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018879	Shining Golden Anvil
ITEM_20180629_018880	This item can only be used on equipment with 0 Potential. The item will not be destroyed if an enhancement attempt fails, but its enhancement level will be reduced by 1. When you fail with an item enhanced to +12 or higher, the enhancement level will be reduced to +10. Right-click to use.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018881	Miracle Seeds
ITEM_20180629_018882	A sprout gifted by the Goddess' Blessing will grow when used.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018883	Level Up Chest (Lv 350)
ITEM_20180629_018884	Right-click to use. This item can be used by players of level 350 or above.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018885	Jumping Package Box
ITEM_20180629_018886	Daily Attribute Point Box
ITEM_20180629_018887	Right-click to use. You will gain 500 attribute points every day during the event period.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018888	Title - Ultimate Savior
ITEM_20180629_018889	Use to obtain the event title. This item will be removed at the end of the event period.
ITEM_20180629_018890	Weapon Exchange Voucher
ITEM_20180629_018891	Uska will exchange this voucher for a Rare Lv 350 weapon enhanced to +11 and transcended to Stage 5.{nl}The voucher will be removed at the end of the event period.
ITEM_20180629_018892	Title - Receiver of the Revelations
ITEM_20180629_018893	Contains a title awarded for participating in Uska's event. This item will be removed at the end of the event period.
ITEM_20180629_018894	Retiarius Ruidarius Costume Box
ITEM_20180629_018895	Lost Invitation Fragment
ITEM_20180629_018896	Used in the May Wedding Bouquet event. This item will be removed at the end of the event period.
ITEM_20180629_018897	Barbershop Chair
ITEM_20180629_018898	Item received through the Beauty Shop event.{nl}Using this item will summon a barbershop chair that you can sit on.
ITEM_20180629_018899	Firecrackers
ITEM_20180629_018900	Movement speed +4, AoE attack ratio +1, EXP gains +25% for all party members for a duration of 30 minutes.
ITEM_20180629_018901	Pied Piper Master's Bergefuehrender Costume Box
ITEM_20180629_018902	Box containing a Pied Piper costume.{nl}You must advance to the Piped Piper class to use this item.{nl}The costume obtained from this box cannot be stored in your Team Storage. 
ITEM_20180629_018903	Exorcist Concordat Costume Box
ITEM_20180629_018904	Box containing an Exorcist Concordat Costume.{nl}You must advance to the Exorcist class to use this item.{nl}The costume obtained from this box cannot be stored in your Team Storage.
ITEM_20180629_018905	Symbol of Unity
ITEM_20180629_018906	When in a party, you must equip the  
ITEM_20180629_018907	  title to use the item. Movement speed +2 and increased EXP gains for all party members for the duration of 30 minutes.{nl}The item will be removed after the event period.
ITEM_20180629_018908	Title - New Friend
ITEM_20180629_018909	Title awarded for participating in the Let's Be Partners event.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018910	Guild Lv 4 EXP Card
ITEM_20180629_018911	This item can only be used with a Lv 1 Guild. The Guild level will be increased to 4.
ITEM_20180629_018912	Symbol of Guild Membership
ITEM_20180629_018913	Gives movement speed +1 and Looting Chance +200 for the duration of 30 minutes.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018914	Title - Love My Guild
ITEM_20180629_018915	Contains a title awarded for participating in the Guilds Make TOS event.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018916	Penalty Shoot-Out
ITEM_20180629_018917	Lena's Thank You Cube
ITEM_20180629_018918	Contains items awarded for participating in the Secret Stone Plate Message event.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018919	Stone Plate Collector
ITEM_20180629_018920	Contains a title awarded for participating in the Secret Stone Plate Message event.{nl}This item will be removed at the end of the event period.
ITEM_20180629_018921	Fairy Costume Box
ITEM_20180629_018922	Contains a Fairy Costume. Right-click to use.
ITEM_20180629_018923	Hat Trick Clue
ITEM_20180629_018924	Use this item to guess a number in the Hat Trick Quiz event. Will be deleted at the end of the event period.
ITEM_20180629_018925	Title - Big Scorer
ITEM_20180629_018926	Contains a title awarded for participating in the 3 vs 3 Soccer League event. This item will be removed at the end of the event period.
ITEM_20180629_018927	Book given by the Exorcist Master. It contains information about the history of the Exorcists.
ITEM_20180629_018928	Cure
ITEM_20180629_018929	A cure for the soldiers in Dvasia Peak.
ITEM_20180629_018930	A cure created from the recipe given by the Plague Doctor Master.
ITEM_20180629_018931	Prayer Book
ITEM_20180629_018932	A Prayer Book given by the Exorcist Master. It contains passages of the Exorcists' prayers.
ITEM_20180629_018933	Topaz Fragment
ITEM_20180629_018934	Quest Item.
ITEM_20180629_018935	A yellow gemstone. It is said to contain the power to banish demons.
ITEM_20180629_018936	Blessed Goddess Statue
ITEM_20180629_018937	Goddess Statue sculpted by Tesla the Sculptor.
ITEM_20180629_018938	Krivis Master's Certificate of Approval
ITEM_20180629_018939	A document proving your worth to become an Exorcist as issued by the Krivis Master.
ITEM_20180629_018940	Cleric Master's Certificate of Approval
ITEM_20180629_018941	A document proving your worth to become an Exorcist as issued by the Cleric Master.
ITEM_20180629_018942	Inquisitor Master's Certificate of Approval
ITEM_20180629_018943	A document proving your worth to become an Exorcist as issued by the Inquisitor Master.
ITEM_20180629_018944	Exorcist Master's Note
ITEM_20180629_018945	A parchment containing the steps to becoming an Exorcist given by the Exorcist Master.
ITEM_20180629_018946	The note contains the items required for performing an exorcism. But it does not mention the order in which to use them.
ITEM_20180629_018947	Prayer Book
ITEM_20180629_018948	Use the Prayer Book to banish the Blue Velwriggler.
ITEM_20180629_018949	Use the Prayer Book to banish the Red Apparition.
ITEM_20180629_018950	Use the Prayer Book to banish the Green Apparition.
ITEM_20180629_018951	Use the Prayer Book to banish the evil Hallowventer.
ITEM_20180629_018952	Sack
ITEM_20180629_018953	Guild Quest Item
ITEM_20180629_018954	When given the sacks, Waltas will make bombs and Nagles will build defensive systems. It can also be used to repair damaged boxes or buildings. Use the sacks to load the ballista and turrets with missiles.
ITEM_20180629_018955	A bomb made by Waltas. Used to destroy solid objects.
ITEM_20180629_018956	Ballista made by Nagles. Used in defending the shelter from monsters.
ITEM_20180629_018957	Turret made by Nagles. Used in defending the shelter from monsters.
ITEM_20180629_018958	Defensive system made by Nagles. Used in defending the shelter from monsters.
ITEM_20180629_018959	Orb of Guidance
ITEM_20180629_018960	An orb that guides you through the steps of the Exorcist test. Use the orb when you are stuck while undertaking the tasks for the Exorcist test.
ITEM_20180629_018961	A note containing the location of the Pied Piper Master.{nl}The Oracle Master's advice was to write down the list of tasks that you will be given once you meet the Pied Piper Master in this note.
ITEM_20180629_018962	Perilla
ITEM_20180629_018963	An ingredient required in the making of the Plague Doctor Master's cure.{nl}It has a distinct fragrance.
ITEM_20180629_018964	Cure for Mental Illness
